Date,Station,Total trips
1/24/2025,Decatur,1515
1/24/2025,Dome/GWCC,385
1/24/2025,Doraville,2987
1/24/2025,Dunwoody,1403
1/24/2025,East Lake,522
1/24/2025,East Point,3001
1/24/2025,Edgewood/Candler Park,593
1/24/2025,Five Points,7482
1/24/2025,Garnett,741
1/24/2025,Georgia State,1994
1/24/2025,H. E. Holmes,2944
1/24/2025,Indian Creek,1652
1/24/2025,Inman Park,1146
1/24/2025,Kensington,2572
1/24/2025,King Memorial,1111
1/24/2025,Lakewood/Ft McPherson,1209
1/24/2025,Lenox,1401
1/24/2025,Lindbergh Center,5354
1/24/2025,Medical Center,664
1/24/2025,Midtown,3621
1/24/2025,North Avenue,3232
1/24/2025,North Springs,2063
1/24/2025,Oakland City,1980
1/24/2025,Peachtree Center,4561
1/24/2025,Sandy Springs,615
1/24/2025,Vine City,559
1/24/2025,West End,2056
1/24/2025,West Lake,506
1/25/2025,Airport,5361
1/25/2025,Arts Center,2678
1/25/2025,Ashby,531
1/25/2025,Avondale,1021
1/25/2025,Bankhead,386
1/25/2025,Brookhaven,1010
1/25/2025,Buckhead,851
1/25/2025,Chamblee,1420
1/25/2025,Civic Center,696
1/25/2025,College Park,3315
1/25/2025,Decatur,980
1/25/2025,Dome/GWCC,1535
1/25/2025,Doraville,1839
1/25/2025,Dunwoody,861
1/25/2025,East Lake,342
1/25/2025,East Point,2108
1/25/2025,Edgewood/Candler Park,444
1/25/2025,Five Points,4298
1/25/2025,Garnett,534
1/25/2025,Georgia State,607
1/25/2025,H. E. Holmes,2523
1/25/2025,Indian Creek,1277
1/25/2025,Inman Park,924
1/25/2025,Kensington,1621
1/25/2025,King Memorial,826
1/25/2025,Lakewood/Ft McPherson,697
1/25/2025,Lenox,1194
1/25/2025,Lindbergh Center,3846
1/25/2025,Medical Center,201
1/25/2025,Midtown,2330
1/25/2025,North Avenue,2096
1/25/2025,North Springs,1004
1/25/2025,Oakland City,1441
1/25/2025,Peachtree Center,2142
1/25/2025,Sandy Springs,331
1/25/2025,Vine City,550
1/25/2025,West End,1184
1/25/2025,West Lake,370
1/26/2025,Airport,5932
1/26/2025,Arts Center,2297
1/26/2025,Ashby,447
1/26/2025,Avondale,798
1/26/2025,Bankhead,319
1/26/2025,Brookhaven,734
1/26/2025,Buckhead,742
1/26/2025,Chamblee,1175
1/26/2025,Civic Center,803
1/26/2025,College Park,2737
1/26/2025,Decatur,728
1/26/2025,Dome/GWCC,1099
1/26/2025,Doraville,1413
1/26/2025,Dunwoody,681
1/26/2025,East Lake,196
1/26/2025,East Point,1511
1/26/2025,Edgewood/Candler Park,241
1/26/2025,Five Points,3549
1/26/2025,Garnett,338
1/26/2025,Georgia State,535
1/26/2025,H. E. Holmes,1435
1/26/2025,Indian Creek,739
1/26/2025,Inman Park,757
1/26/2025,Kensington,1339
1/26/2025,King Memorial,634
1/26/2025,Lakewood/Ft McPherson,340
1/26/2025,Lenox,883
1/26/2025,Lindbergh Center,2978
1/26/2025,Medical Center,190
1/26/2025,Midtown,2158
1/26/2025,North Avenue,1530
1/26/2025,North Springs,874
1/26/2025,Oakland City,1112
1/26/2025,Peachtree Center,1861
1/26/2025,Sandy Springs,183
1/26/2025,Vine City,1088
1/26/2025,West End,1398
1/26/2025,West Lake,295
1/27/2025,Airport,7209
1/27/2025,Arts Center,4371
1/27/2025,Ashby,1297
1/27/2025,Avondale,1693
1/27/2025,Bankhead,789
1/27/2025,Brookhaven,1461
1/27/2025,Buckhead,1969
1/27/2025,Chamblee,2077
1/27/2025,Civic Center,2030
1/27/2025,College Park,5496
1/27/2025,Decatur,1424
1/27/2025,Dome/GWCC,2028
1/27/2025,Doraville,3174
1/27/2025,Dunwoody,1665
1/27/2025,East Lake,562
1/27/2025,East Point,3492
1/27/2025,Edgewood/Candler Park,775
1/27/2025,Five Points,9022
1/27/2025,Garnett,642
1/27/2025,Georgia State,2481
1/27/2025,H. E. Holmes,3353
1/27/2025,Indian Creek,2348
1/27/2025,Inman Park,1165
1/27/2025,Kensington,2934
1/27/2025,King Memorial,1267
1/27/2025,Lakewood/Ft McPherson,742
1/27/2025,Lenox,1591
1/27/2025,Lindbergh Center,5660
1/27/2025,Medical Center,903
1/27/2025,Midtown,3475
1/27/2025,North Avenue,3056
1/27/2025,North Springs,2603
1/27/2025,Oakland City,2046
1/27/2025,Peachtree Center,5415
1/27/2025,Sandy Springs,639
1/27/2025,Vine City,623
1/27/2025,West End,2610
1/27/2025,West Lake,612
1/28/2025,Airport,6713
1/28/2025,Arts Center,5113
1/28/2025,Ashby,1247
1/28/2025,Avondale,1899
1/28/2025,Bankhead,897
1/28/2025,Brookhaven,1591
1/28/2025,Buckhead,2541
1/28/2025,Chamblee,2433
1/28/2025,Civic Center,1984
1/28/2025,College Park,5988
1/28/2025,Decatur,1718
1/28/2025,Dome/GWCC,2632
1/28/2025,Doraville,3283
1/28/2025,Dunwoody,1961
1/28/2025,East Lake,679
1/28/2025,East Point,3566
1/28/2025,Edgewood/Candler Park,1099
1/28/2025,Five Points,9343
1/28/2025,Garnett,1203
1/28/2025,Georgia State,3003
1/28/2025,H. E. Holmes,3497
1/28/2025,Indian Creek,2126
1/28/2025,Inman Park,1430
1/28/2025,Kensington,3313
1/28/2025,King Memorial,1418
1/28/2025,Lakewood/Ft McPherson,1058
1/28/2025,Lenox,1672
1/28/2025,Lindbergh Center,5697
1/28/2025,Medical Center,1127
1/28/2025,Midtown,4176
1/28/2025,North Avenue,4205
1/28/2025,North Springs,2841
1/28/2025,Oakland City,2224
1/28/2025,Peachtree Center,5905
1/28/2025,Sandy Springs,1023
1/28/2025,Vine City,538
1/28/2025,West End,2456
1/28/2025,West Lake,580
1/29/2025,Airport,6251
1/29/2025,Arts Center,4951
1/29/2025,Ashby,1311
1/29/2025,Avondale,1871
1/29/2025,Bankhead,880
1/29/2025,Brookhaven,1392
1/29/2025,Buckhead,2619
1/29/2025,Chamblee,2597
1/29/2025,Civic Center,1999
1/29/2025,College Park,5925
1/29/2025,Decatur,1818
1/29/2025,Dome/GWCC,1366
1/29/2025,Doraville,3562
1/29/2025,Dunwoody,2090
1/29/2025,East Lake,632
1/29/2025,East Point,3779
1/29/2025,Edgewood/Candler Park,997
1/29/2025,Five Points,9630
1/29/2025,Garnett,1216
1/29/2025,Georgia State,2787
1/29/2025,H. E. Holmes,3413
1/29/2025,Indian Creek,2479
1/29/2025,Inman Park,1338
1/29/2025,Kensington,3284
1/29/2025,King Memorial,1407
1/29/2025,Lakewood/Ft McPherson,916
1/29/2025,Lenox,1712
1/29/2025,Lindbergh Center,5937
1/29/2025,Medical Center,1088
1/29/2025,Midtown,4163
1/29/2025,North Avenue,4110
1/29/2025,North Springs,2875
1/29/2025,Oakland City,2282
1/29/2025,Peachtree Center,6887
1/29/2025,Sandy Springs,1016
1/29/2025,Vine City,662
1/29/2025,West End,2762
1/29/2025,West Lake,525
1/30/2025,Airport,6885
1/30/2025,Arts Center,5112
1/30/2025,Ashby,1161
1/30/2025,Avondale,1929
1/30/2025,Bankhead,779
1/30/2025,Brookhaven,1551
1/30/2025,Buckhead,2394
1/30/2025,Chamblee,2687
1/30/2025,Civic Center,2245
1/30/2025,College Park,5867
1/30/2025,Decatur,1572
1/30/2025,Dome/GWCC,1267
1/30/2025,Doraville,3317
1/30/2025,Dunwoody,1992
1/30/2025,East Lake,554
1/30/2025,East Point,3992
1/30/2025,Edgewood/Candler Park,964
1/30/2025,Five Points,8582
1/30/2025,Garnett,829
1/30/2025,Georgia State,2554
1/30/2025,H. E. Holmes,3381
1/30/2025,Indian Creek,2231
1/30/2025,Inman Park,1520
1/30/2025,Kensington,3392
1/30/2025,King Memorial,1418
1/30/2025,Lakewood/Ft McPherson,906
1/30/2025,Lenox,1625
1/30/2025,Lindbergh Center,6584
1/30/2025,Medical Center,1001
1/30/2025,Midtown,3871
1/30/2025,North Avenue,4062
1/30/2025,North Springs,2604
1/30/2025,Oakland City,2242
1/30/2025,Peachtree Center,6020
1/30/2025,Sandy Springs,987
1/30/2025,Vine City,633
1/30/2025,West End,3085
1/30/2025,West Lake,602
1/31/2025,Airport,7103
1/31/2025,Arts Center,4088
1/31/2025,Ashby,853
1/31/2025,Avondale,1621
1/31/2025,Bankhead,766
1/31/2025,Brookhaven,1666
1/31/2025,Buckhead,1564
1/31/2025,Chamblee,2154
1/31/2025,Civic Center,2008
1/31/2025,College Park,5299
1/31/2025,Decatur,1454
1/31/2025,Dome/GWCC,504
1/31/2025,Doraville,3246
1/31/2025,Dunwoody,1518
1/31/2025,East Lake,553
1/31/2025,East Point,3244
1/31/2025,Edgewood/Candler Park,799
1/31/2025,Five Points,7701
1/31/2025,Garnett,803
1/31/2025,Georgia State,1694
1/31/2025,H. E. Holmes,3199
1/31/2025,Indian Creek,2008
1/31/2025,Inman Park,1286
1/31/2025,Kensington,2771
1/31/2025,King Memorial,1136
1/31/2025,Lakewood/Ft McPherson,733
1/31/2025,Lenox,1487
1/31/2025,Lindbergh Center,4994
1/31/2025,Medical Center,851
1/31/2025,Midtown,3592
1/31/2025,North Avenue,3852
1/31/2025,North Springs,2121
1/31/2025,Oakland City,2748
1/31/2025,Peachtree Center,4800
1/31/2025,Sandy Springs,565
1/31/2025,Vine City,411
1/31/2025,West End,2706
1/31/2025,West Lake,556
2/1/2025,Airport,5151
2/1/2025,Arts Center,2862
2/1/2025,Ashby,708
2/1/2025,Avondale,1088
2/1/2025,Bankhead,210
2/1/2025,Brookhaven,1138
2/1/2025,Buckhead,798
2/1/2025,Chamblee,1614
2/1/2025,Civic Center,1051
2/1/2025,College Park,3625
2/1/2025,Decatur,1184
2/1/2025,Dome/GWCC,1936
2/1/2025,Doraville,1903
2/1/2025,Dunwoody,1066
2/1/2025,East Lake,355
2/1/2025,East Point,2471
2/1/2025,Edgewood/Candler Park,576
2/1/2025,Five Points,4559
2/1/2025,Garnett,568
2/1/2025,Georgia State,643
2/1/2025,H. E. Holmes,2401
2/1/2025,Indian Creek,1458
2/1/2025,Inman Park,1174
2/1/2025,Kensington,1863
2/1/2025,King Memorial,832
2/1/2025,Lakewood/Ft McPherson,450
2/1/2025,Lenox,1269
2/1/2025,Lindbergh Center,3796
2/1/2025,Medical Center,295
2/1/2025,Midtown,2914
2/1/2025,North Avenue,2093
2/1/2025,North Springs,1304
2/1/2025,Oakland City,1959
2/1/2025,Peachtree Center,3210
2/1/2025,Sandy Springs,326
2/1/2025,Vine City,345
2/1/2025,West End,1984
2/1/2025,West Lake,446
2/2/2025,Airport,5465
2/2/2025,Arts Center,2766
2/2/2025,Ashby,540
2/2/2025,Avondale,830
2/2/2025,Bankhead,494
2/2/2025,Brookhaven,981
2/2/2025,Buckhead,529
2/2/2025,Chamblee,1355
2/2/2025,Civic Center,963
2/2/2025,College Park,3258
2/2/2025,Decatur,862
2/2/2025,Dome/GWCC,2546
2/2/2025,Doraville,1576
2/2/2025,Dunwoody,834
2/2/2025,East Lake,333
2/2/2025,East Point,2086
2/2/2025,Edgewood/Candler Park,504
2/2/2025,Five Points,3729
2/2/2025,Garnett,787
2/2/2025,Georgia State,577
2/2/2025,H. E. Holmes,2150
2/2/2025,Indian Creek,1051
2/2/2025,Inman Park,963
2/2/2025,Kensington,1468
2/2/2025,King Memorial,734
2/2/2025,Lakewood/Ft McPherson,394
2/2/2025,Lenox,949
2/2/2025,Lindbergh Center,3070
2/2/2025,Medical Center,220
2/2/2025,Midtown,2485
2/2/2025,North Avenue,1896
2/2/2025,North Springs,1223
2/2/2025,Oakland City,1292
2/2/2025,Peachtree Center,2506
2/2/2025,Sandy Springs,280
2/2/2025,Vine City,467
2/2/2025,West End,1623
2/2/2025,West Lake,436
2/3/2025,Airport,6987
2/3/2025,Arts Center,4719
2/3/2025,Ashby,1018
2/3/2025,Avondale,1424
2/3/2025,Bankhead,1175
2/3/2025,Brookhaven,1400
2/3/2025,Buckhead,1301
2/3/2025,Chamblee,2463
2/3/2025,Civic Center,2186
2/3/2025,College Park,5872
2/3/2025,Decatur,1729
2/3/2025,Dome/GWCC,1290
2/3/2025,Doraville,3163
2/3/2025,Dunwoody,1676
2/3/2025,East Lake,673
2/3/2025,East Point,3502
2/3/2025,Edgewood/Candler Park,981
2/3/2025,Five Points,9308
2/3/2025,Garnett,1096
2/3/2025,Georgia State,2813
2/3/2025,H. E. Holmes,3972
2/3/2025,Indian Creek,2032
2/3/2025,Inman Park,1607
2/3/2025,Kensington,3338
2/3/2025,King Memorial,1442
2/3/2025,Lakewood/Ft McPherson,905
2/3/2025,Lenox,1639
2/3/2025,Lindbergh Center,5650
2/3/2025,Medical Center,995
2/3/2025,Midtown,3720
2/3/2025,North Avenue,3601
2/3/2025,North Springs,2640
2/3/2025,Oakland City,2567
2/3/2025,Peachtree Center,4588
2/3/2025,Sandy Springs,728
2/3/2025,Vine City,512
2/3/2025,West End,3637
2/3/2025,West Lake,687
2/4/2025,Airport,6431
2/4/2025,Arts Center,5411
2/4/2025,Ashby,870
2/4/2025,Avondale,1677
2/4/2025,Bankhead,934
2/4/2025,Brookhaven,1511
2/4/2025,Buckhead,1686
2/4/2025,Chamblee,2445
2/4/2025,Civic Center,2361
2/4/2025,College Park,5857
2/4/2025,Decatur,1757
2/4/2025,Dome/GWCC,416
2/4/2025,Doraville,3557
2/4/2025,Dunwoody,1880
2/4/2025,East Lake,615
2/4/2025,East Point,3812
2/4/2025,Edgewood/Candler Park,1039
2/4/2025,Five Points,9121
2/4/2025,Garnett,1493
2/4/2025,Georgia State,2980
2/4/2025,H. E. Holmes,3507
2/4/2025,Indian Creek,2352
2/4/2025,Inman Park,1592
2/4/2025,Kensington,3297
2/4/2025,King Memorial,1562
2/4/2025,Lakewood/Ft McPherson,919
2/4/2025,Lenox,1673
2/4/2025,Lindbergh Center,5621
2/4/2025,Medical Center,1017
2/4/2025,Midtown,4124
2/4/2025,North Avenue,3603
2/4/2025,North Springs,2938
2/4/2025,Oakland City,2346
2/4/2025,Peachtree Center,5730
2/4/2025,Sandy Springs,978
2/4/2025,Vine City,356
2/4/2025,West End,4174
2/4/2025,West Lake,695
2/5/2025,Airport,6445
2/5/2025,Arts Center,5567
2/5/2025,Ashby,866
2/5/2025,Avondale,1913
2/5/2025,Bankhead,937
2/5/2025,Brookhaven,1591
2/5/2025,Buckhead,1805
2/5/2025,Chamblee,2895
2/5/2025,Civic Center,1992
2/5/2025,College Park,6271
2/5/2025,Decatur,1919
2/5/2025,Dome/GWCC,2116
2/5/2025,Doraville,3728
2/5/2025,Dunwoody,2009
2/5/2025,East Lake,802
2/5/2025,East Point,3797
2/5/2025,Edgewood/Candler Park,1119
2/5/2025,Five Points,9418
2/5/2025,Garnett,1400
2/5/2025,Georgia State,2771
2/5/2025,H. E. Holmes,3678
2/5/2025,Indian Creek,2079
2/5/2025,Inman Park,1730
2/5/2025,Kensington,3457
2/5/2025,King Memorial,1279
2/5/2025,Lakewood/Ft McPherson,836
2/5/2025,Lenox,1687
2/5/2025,Lindbergh Center,5815
2/5/2025,Medical Center,828
2/5/2025,Midtown,4264
2/5/2025,North Avenue,3967
2/5/2025,North Springs,2970
2/5/2025,Oakland City,2472
2/5/2025,Peachtree Center,5995
2/5/2025,Sandy Springs,969
2/5/2025,Vine City,509
2/5/2025,West End,3855
2/5/2025,West Lake,709
2/6/2025,Airport,7016
2/6/2025,Arts Center,5257
2/6/2025,Ashby,747
2/6/2025,Avondale,1734
2/6/2025,Bankhead,788
2/6/2025,Brookhaven,1528
2/6/2025,Buckhead,1736
2/6/2025,Chamblee,2810
2/6/2025,Civic Center,2281
2/6/2025,College Park,6235
2/6/2025,Decatur,2064
2/6/2025,Dome/GWCC,607
2/6/2025,Doraville,3360
2/6/2025,Dunwoody,2040
2/6/2025,East Lake,525
2/6/2025,East Point,3724
2/6/2025,Edgewood/Candler Park,866
2/6/2025,Five Points,9264
2/6/2025,Garnett,1473
2/6/2025,Georgia State,2587
2/6/2025,H. E. Holmes,3577
2/6/2025,Indian Creek,1736
2/6/2025,Inman Park,1532
2/6/2025,Kensington,2998
2/6/2025,King Memorial,1393
2/6/2025,Lakewood/Ft McPherson,992
2/6/2025,Lenox,1669
2/6/2025,Lindbergh Center,5609
2/6/2025,Medical Center,945
2/6/2025,Midtown,4370
2/6/2025,North Avenue,4275
2/6/2025,North Springs,2798
2/6/2025,Oakland City,2884
2/6/2025,Peachtree Center,5734
2/6/2025,Sandy Springs,950
2/6/2025,Vine City,693
2/6/2025,West End,3862
2/6/2025,West Lake,553
2/7/2025,Airport,6992
2/7/2025,Arts Center,4747
2/7/2025,Ashby,891
2/7/2025,Avondale,1782
2/7/2025,Bankhead,836
2/7/2025,Brookhaven,1667
2/7/2025,Buckhead,1380
2/7/2025,Chamblee,2615
2/7/2025,Civic Center,1861
2/7/2025,College Park,5474
2/7/2025,Decatur,1967
2/7/2025,Dome/GWCC,1882
2/7/2025,Doraville,3309
2/7/2025,Dunwoody,1658
2/7/2025,East Lake,622
2/7/2025,East Point,3375
2/7/2025,Edgewood/Candler Park,848
2/7/2025,Five Points,8342
2/7/2025,Garnett,995
2/7/2025,Georgia State,2107
2/7/2025,H. E. Holmes,3599
2/7/2025,Indian Creek,1790
2/7/2025,Inman Park,1574
2/7/2025,Kensington,3042
2/7/2025,King Memorial,1074
2/7/2025,Lakewood/Ft McPherson,1012
2/7/2025,Lenox,1662
2/7/2025,Lindbergh Center,5547
2/7/2025,Medical Center,618
2/7/2025,Midtown,3965
2/7/2025,North Avenue,3659
2/7/2025,North Springs,2631
2/7/2025,Oakland City,2512
2/7/2025,Peachtree Center,4706
2/7/2025,Sandy Springs,629
2/7/2025,Vine City,409
2/7/2025,West End,3822
2/7/2025,West Lake,612
2/8/2025,Airport,5458
2/8/2025,Arts Center,3096
2/8/2025,Ashby,635
2/8/2025,Avondale,1064
2/8/2025,Bankhead,402
2/8/2025,Brookhaven,1018
2/8/2025,Buckhead,651
2/8/2025,Chamblee,1528
2/8/2025,Civic Center,904
2/8/2025,College Park,4085
2/8/2025,Decatur,1079
2/8/2025,Dome/GWCC,1504
2/8/2025,Doraville,2387
2/8/2025,Dunwoody,907
2/8/2025,East Lake,394
2/8/2025,East Point,2257
2/8/2025,Edgewood/Candler Park,375
2/8/2025,Five Points,4806
2/8/2025,Garnett,612
2/8/2025,Georgia State,812
2/8/2025,H. E. Holmes,2393
2/8/2025,Indian Creek,1412
2/8/2025,Inman Park,1153
2/8/2025,Kensington,1815
2/8/2025,King Memorial,780
2/8/2025,Lakewood/Ft McPherson,679
2/8/2025,Lenox,1335
2/8/2025,Lindbergh Center,3601
2/8/2025,Medical Center,267
2/8/2025,Midtown,2861
2/8/2025,North Avenue,2208
2/8/2025,North Springs,1406
2/8/2025,Oakland City,1822
2/8/2025,Peachtree Center,2180
2/8/2025,Sandy Springs,416
2/8/2025,Vine City,421
2/8/2025,West End,2344
2/8/2025,West Lake,406
2/9/2025,Airport,5186
2/9/2025,Arts Center,2385
2/9/2025,Ashby,438
2/9/2025,Avondale,875
2/9/2025,Bankhead,353
2/9/2025,Brookhaven,771
2/9/2025,Buckhead,480
2/9/2025,Chamblee,1232
2/9/2025,Civic Center,1036
2/9/2025,College Park,2398
2/9/2025,Decatur,704
2/9/2025,Dome/GWCC,1030
2/9/2025,Doraville,1770
2/9/2025,Dunwoody,749
2/9/2025,East Lake,374
2/9/2025,East Point,1672
2/9/2025,Edgewood/Candler Park,273
2/9/2025,Five Points,3669
2/9/2025,Garnett,712
2/9/2025,Georgia State,689
2/9/2025,H. E. Holmes,1636
2/9/2025,Indian Creek,762
2/9/2025,Inman Park,735
2/9/2025,Kensington,1508
2/9/2025,King Memorial,524
2/9/2025,Lakewood/Ft McPherson,468
2/9/2025,Lenox,843
2/9/2025,Lindbergh Center,2778
2/9/2025,Medical Center,226
2/9/2025,Midtown,2196
2/9/2025,North Avenue,1387
2/9/2025,North Springs,1202
2/9/2025,Oakland City,1672
2/9/2025,Peachtree Center,1779
2/9/2025,Sandy Springs,293
2/9/2025,Vine City,234
2/9/2025,West End,1798
2/9/2025,West Lake,435
2/10/2025,Airport,7765
2/10/2025,Arts Center,4295
2/10/2025,Ashby,873
2/10/2025,Avondale,1674
2/10/2025,Bankhead,855
2/10/2025,Brookhaven,1458
2/10/2025,Buckhead,1204
2/10/2025,Chamblee,2547
2/10/2025,Civic Center,2155
2/10/2025,College Park,4871
2/10/2025,Decatur,1868
2/10/2025,Dome/GWCC,480
2/10/2025,Doraville,3088
2/10/2025,Dunwoody,1903
2/10/2025,East Lake,543
2/10/2025,East Point,3751
2/10/2025,Edgewood/Candler Park,690
2/10/2025,Five Points,8493
2/10/2025,Garnett,925
2/10/2025,Georgia State,2619
2/10/2025,H. E. Holmes,3378
2/10/2025,Indian Creek,2178
2/10/2025,Inman Park,1290
2/10/2025,Kensington,3131
2/10/2025,King Memorial,1264
2/10/2025,Lakewood/Ft McPherson,1145
2/10/2025,Lenox,1483
2/10/2025,Lindbergh Center,5219
2/10/2025,Medical Center,810
2/10/2025,Midtown,3556
2/10/2025,North Avenue,2949
2/10/2025,North Springs,2670
2/10/2025,Oakland City,2174
2/10/2025,Peachtree Center,4974
2/10/2025,Sandy Springs,733
2/10/2025,Vine City,558
2/10/2025,West End,3926
2/10/2025,West Lake,593
2/11/2025,Airport,6832
2/11/2025,Arts Center,4687
2/11/2025,Ashby,779
2/11/2025,Avondale,1844
2/11/2025,Bankhead,688
2/11/2025,Brookhaven,1446
2/11/2025,Buckhead,1434
2/11/2025,Chamblee,2558
2/11/2025,Civic Center,2206
2/11/2025,College Park,4292
2/11/2025,Decatur,2182
2/11/2025,Dome/GWCC,515
2/11/2025,Doraville,3346
2/11/2025,Dunwoody,1983
2/11/2025,East Lake,524
2/11/2025,East Point,3662
2/11/2025,Edgewood/Candler Park,775
2/11/2025,Five Points,7922
2/11/2025,Garnett,1429
2/11/2025,Georgia State,2620
2/11/2025,H. E. Holmes,3117
2/11/2025,Indian Creek,2280
2/11/2025,Inman Park,1297
2/11/2025,Kensington,2989
2/11/2025,King Memorial,1175
2/11/2025,Lakewood/Ft McPherson,868
2/11/2025,Lenox,1492
2/11/2025,Lindbergh Center,4753
2/11/2025,Medical Center,815
2/11/2025,Midtown,3617
2/11/2025,North Avenue,3516
2/11/2025,North Springs,2684
2/11/2025,Oakland City,2053
2/11/2025,Peachtree Center,5424
2/11/2025,Sandy Springs,856
2/11/2025,Vine City,397
2/11/2025,West End,3665
2/11/2025,West Lake,396
2/12/2025,Airport,5613
2/12/2025,Arts Center,4432
2/12/2025,Ashby,702
2/12/2025,Avondale,1616
2/12/2025,Bankhead,642
2/12/2025,Brookhaven,1305
2/12/2025,Buckhead,1742
2/12/2025,Chamblee,2451
2/12/2025,Civic Center,2187
2/12/2025,College Park,4399
2/12/2025,Decatur,1806
2/12/2025,Dome/GWCC,486
2/12/2025,Doraville,3709
2/12/2025,Dunwoody,1979
2/12/2025,East Lake,477
2/12/2025,East Point,3312
2/12/2025,Edgewood/Candler Park,744
2/12/2025,Five Points,7495
2/12/2025,Garnett,1153
2/12/2025,Georgia State,2516
2/12/2025,H. E. Holmes,2795
2/12/2025,Indian Creek,1959
2/12/2025,Inman Park,1243
2/12/2025,Kensington,2700
2/12/2025,King Memorial,1172
2/12/2025,Lakewood/Ft McPherson,1107
2/12/2025,Lenox,1434
2/12/2025,Lindbergh Center,4482
2/12/2025,Medical Center,744
2/12/2025,Midtown,3560
2/12/2025,North Avenue,3434
2/12/2025,North Springs,2574
2/12/2025,Oakland City,1602
2/12/2025,Peachtree Center,5470
2/12/2025,Sandy Springs,826
2/12/2025,Vine City,453
2/12/2025,West End,3152
2/12/2025,West Lake,557
2/13/2025,Airport,6559
2/13/2025,Arts Center,5164
2/13/2025,Ashby,1032
2/13/2025,Avondale,1883
2/13/2025,Bankhead,845
2/13/2025,Brookhaven,1701
2/13/2025,Buckhead,1953
2/13/2025,Chamblee,2617
2/13/2025,Civic Center,2524
2/13/2025,College Park,5727
2/13/2025,Decatur,1936
2/13/2025,Dome/GWCC,524
2/13/2025,Doraville,3765
2/13/2025,Dunwoody,2104
2/13/2025,East Lake,570
2/13/2025,East Point,4054
2/13/2025,Edgewood/Candler Park,693
2/13/2025,Five Points,8410
2/13/2025,Garnett,1156
2/13/2025,Georgia State,2668
2/13/2025,H. E. Holmes,3314
2/13/2025,Indian Creek,2090
2/13/2025,Inman Park,1412
2/13/2025,Kensington,3284
2/13/2025,King Memorial,1419
2/13/2025,Lakewood/Ft McPherson,1100
2/13/2025,Lenox,1700
2/13/2025,Lindbergh Center,5347
2/13/2025,Medical Center,771
2/13/2025,Midtown,4245
2/13/2025,North Avenue,3826
2/13/2025,North Springs,2839
2/13/2025,Oakland City,1839
2/13/2025,Peachtree Center,5956
2/13/2025,Sandy Springs,823
2/13/2025,Vine City,536
2/13/2025,West End,4439
2/13/2025,West Lake,597
2/14/2025,Airport,6906
2/14/2025,Arts Center,4655
2/14/2025,Ashby,1003
2/14/2025,Avondale,1581
2/14/2025,Bankhead,740
2/14/2025,Brookhaven,1500
2/14/2025,Buckhead,1676
2/14/2025,Chamblee,2504
2/14/2025,Civic Center,2416
2/14/2025,College Park,5368
2/14/2025,Decatur,2305
2/14/2025,Dome/GWCC,1724
2/14/2025,Doraville,3498
2/14/2025,Dunwoody,1950
2/14/2025,East Lake,413
2/14/2025,East Point,3870
2/14/2025,Edgewood/Candler Park,681
2/14/2025,Five Points,7875
2/14/2025,Garnett,862
2/14/2025,Georgia State,1983
2/14/2025,H. E. Holmes,3233
2/14/2025,Indian Creek,2035
2/14/2025,Inman Park,1538
2/14/2025,Kensington,2988
2/14/2025,King Memorial,1314
2/14/2025,Lakewood/Ft McPherson,990
2/14/2025,Lenox,1658
2/14/2025,Lindbergh Center,5122
2/14/2025,Medical Center,568
2/14/2025,Midtown,3363
2/14/2025,North Avenue,3799
2/14/2025,North Springs,2399
2/14/2025,Oakland City,2170
2/14/2025,Peachtree Center,5203
2/14/2025,Sandy Springs,659
2/14/2025,Vine City,634
2/14/2025,West End,4162
2/14/2025,West Lake,534
2/15/2025,Airport,5321
2/15/2025,Arts Center,3191
2/15/2025,Ashby,687
2/15/2025,Avondale,1058
2/15/2025,Bankhead,391
2/15/2025,Brookhaven,964
2/15/2025,Buckhead,1089
2/15/2025,Chamblee,1511
2/15/2025,Civic Center,978
2/15/2025,College Park,3552
2/15/2025,Decatur,1078
2/15/2025,Dome/GWCC,3398
2/15/2025,Doraville,2238
2/15/2025,Dunwoody,1041
2/15/2025,East Lake,335
2/15/2025,East Point,2180
2/15/2025,Edgewood/Candler Park,379
2/15/2025,Five Points,4263
2/15/2025,Garnett,912
2/15/2025,Georgia State,592
2/15/2025,H. E. Holmes,2188
2/15/2025,Indian Creek,1381
2/15/2025,Inman Park,1083
2/15/2025,Kensington,1647
2/15/2025,King Memorial,794
2/15/2025,Lakewood/Ft McPherson,452
