Date,Station,Total trips
8/20/2024,Five Points,6910
8/20/2024,Garnett,1826
8/20/2024,Georgia State,2062
8/20/2024,H. E. Holmes,3975
8/20/2024,Indian Creek,2377
8/20/2024,Inman Park,1326
8/20/2024,Kensington,3233
8/20/2024,King Memorial,1159
8/20/2024,Lakewood/Ft McPherson,1169
8/20/2024,Lenox,1655
8/20/2024,Lindbergh Center,5338
8/20/2024,Medical Center,765
8/20/2024,Midtown,4340
8/20/2024,North Avenue,3078
8/20/2024,North Springs,2677
8/20/2024,Oakland City,2111
8/20/2024,Peachtree Center,4590
8/20/2024,Sandy Springs,1022
8/20/2024,Vine City,223
8/20/2024,West End,4364
8/20/2024,West Lake,397
8/21/2024,Airport,7015
8/21/2024,Arts Center,5279
8/21/2024,Ashby,561
8/21/2024,Avondale,1777
8/21/2024,Bankhead,656
8/21/2024,Brookhaven,1504
8/21/2024,Buckhead,1945
8/21/2024,Chamblee,2196
8/21/2024,Civic Center,2281
8/21/2024,College Park,6980
8/21/2024,Decatur,1890
8/21/2024,Dome/GWCC,701
8/21/2024,Doraville,4158
8/21/2024,Dunwoody,1894
8/21/2024,East Lake,489
8/21/2024,East Point,2804
8/21/2024,Edgewood/Candler Park,805
8/21/2024,Five Points,6979
8/21/2024,Garnett,1757
8/21/2024,Georgia State,1950
8/21/2024,H. E. Holmes,4905
8/21/2024,Indian Creek,2549
8/21/2024,Inman Park,1322
8/21/2024,Kensington,3093
8/21/2024,King Memorial,1508
8/21/2024,Lakewood/Ft McPherson,1183
8/21/2024,Lenox,1834
8/21/2024,Lindbergh Center,4861
8/21/2024,Medical Center,1055
8/21/2024,Midtown,4238
8/21/2024,North Avenue,3458
8/21/2024,North Springs,2732
8/21/2024,Oakland City,2163
8/21/2024,Peachtree Center,4519
8/21/2024,Sandy Springs,842
8/21/2024,Vine City,678
8/21/2024,West End,5045
8/21/2024,West Lake,532
8/22/2024,Airport,7253
8/22/2024,Arts Center,5240
8/22/2024,Ashby,535
8/22/2024,Avondale,1949
8/22/2024,Bankhead,942
8/22/2024,Brookhaven,1861
8/22/2024,Buckhead,2049
8/22/2024,Chamblee,1895
8/22/2024,Civic Center,2235
8/22/2024,College Park,6892
8/22/2024,Decatur,1977
8/22/2024,Dome/GWCC,1278
8/22/2024,Doraville,3848
8/22/2024,Dunwoody,1772
8/22/2024,East Lake,490
8/22/2024,East Point,2548
8/22/2024,Edgewood/Candler Park,796
8/22/2024,Five Points,7327
8/22/2024,Garnett,1533
8/22/2024,Georgia State,1906
8/22/2024,H. E. Holmes,3950
8/22/2024,Indian Creek,2678
8/22/2024,Inman Park,1291
8/22/2024,Kensington,3074
8/22/2024,King Memorial,1457
8/22/2024,Lakewood/Ft McPherson,1121
8/22/2024,Lenox,1815
8/22/2024,Lindbergh Center,5593
8/22/2024,Medical Center,866
8/22/2024,Midtown,4446
8/22/2024,North Avenue,3591
8/22/2024,North Springs,2960
8/22/2024,Oakland City,2757
8/22/2024,Peachtree Center,4698
8/22/2024,Sandy Springs,1004
8/22/2024,Vine City,759
8/22/2024,West End,3872
8/22/2024,West Lake,549
8/23/2024,Airport,7190
8/23/2024,Arts Center,4606
8/23/2024,Ashby,506
8/23/2024,Avondale,2278
8/23/2024,Bankhead,935
8/23/2024,Brookhaven,1998
8/23/2024,Buckhead,2048
8/23/2024,Chamblee,2483
8/23/2024,Civic Center,1974
8/23/2024,College Park,7856
8/23/2024,Decatur,2171
8/23/2024,Dome/GWCC,3557
8/23/2024,Doraville,4612
8/23/2024,Dunwoody,1860
8/23/2024,East Lake,761
8/23/2024,East Point,2698
8/23/2024,Edgewood/Candler Park,969
8/23/2024,Five Points,6924
8/23/2024,Garnett,1773
8/23/2024,Georgia State,1770
8/23/2024,H. E. Holmes,5905
8/23/2024,Indian Creek,3668
8/23/2024,Inman Park,1940
8/23/2024,Kensington,3666
8/23/2024,King Memorial,1396
8/23/2024,Lakewood/Ft McPherson,1241
8/23/2024,Lenox,1841
8/23/2024,Lindbergh Center,5418
8/23/2024,Medical Center,934
8/23/2024,Midtown,4490
8/23/2024,North Avenue,3144
8/23/2024,North Springs,2812
8/23/2024,Oakland City,2893
8/23/2024,Peachtree Center,4578
8/23/2024,Sandy Springs,918
8/23/2024,Vine City,4688
8/23/2024,West End,3893
8/23/2024,West Lake,614
8/24/2024,Airport,4944
8/24/2024,Arts Center,3179
8/24/2024,Ashby,373
8/24/2024,Avondale,1294
8/24/2024,Bankhead,502
8/24/2024,Brookhaven,1139
8/24/2024,Buckhead,960
8/24/2024,Chamblee,1348
8/24/2024,Civic Center,718
8/24/2024,College Park,4286
8/24/2024,Decatur,1110
8/24/2024,Dome/GWCC,1369
8/24/2024,Doraville,2482
8/24/2024,Dunwoody,955
8/24/2024,East Lake,279
8/24/2024,East Point,1720
8/24/2024,Edgewood/Candler Park,375
8/24/2024,Five Points,4161
8/24/2024,Garnett,1022
8/24/2024,Georgia State,748
8/24/2024,H. E. Holmes,2507
8/24/2024,Indian Creek,1803
8/24/2024,Inman Park,993
8/24/2024,Kensington,1866
8/24/2024,King Memorial,1016
8/24/2024,Lakewood/Ft McPherson,645
8/24/2024,Lenox,1378
8/24/2024,Lindbergh Center,3651
8/24/2024,Medical Center,296
8/24/2024,Midtown,2398
8/24/2024,North Avenue,1716
8/24/2024,North Springs,1392
8/24/2024,Oakland City,1615
8/24/2024,Peachtree Center,3171
8/24/2024,Sandy Springs,319
8/24/2024,Vine City,386
8/24/2024,West End,2659
8/24/2024,West Lake,206
8/25/2024,Airport,6551
8/25/2024,Arts Center,2570
8/25/2024,Ashby,325
8/25/2024,Avondale,923
8/25/2024,Bankhead,354
8/25/2024,Brookhaven,867
8/25/2024,Buckhead,914
8/25/2024,Chamblee,1093
8/25/2024,Civic Center,853
8/25/2024,College Park,3716
8/25/2024,Decatur,573
8/25/2024,Dome/GWCC,544
8/25/2024,Doraville,1703
8/25/2024,Dunwoody,671
8/25/2024,East Lake,232
8/25/2024,East Point,1177
8/25/2024,Edgewood/Candler Park,264
8/25/2024,Five Points,3356
8/25/2024,Garnett,692
8/25/2024,Georgia State,622
8/25/2024,H. E. Holmes,1809
8/25/2024,Indian Creek,1219
8/25/2024,Inman Park,796
8/25/2024,Kensington,1305
8/25/2024,King Memorial,698
8/25/2024,Lakewood/Ft McPherson,573
8/25/2024,Lenox,981
8/25/2024,Lindbergh Center,3014
8/25/2024,Medical Center,258
8/25/2024,Midtown,2736
8/25/2024,North Avenue,1346
8/25/2024,North Springs,1163
8/25/2024,Oakland City,1489
8/25/2024,Peachtree Center,2618
8/25/2024,Sandy Springs,319
8/25/2024,Vine City,419
8/25/2024,West End,1868
8/25/2024,West Lake,173
8/26/2024,Airport,7337
8/26/2024,Arts Center,4753
8/26/2024,Ashby,665
8/26/2024,Avondale,2055
8/26/2024,Bankhead,792
8/26/2024,Brookhaven,1839
8/26/2024,Buckhead,2001
8/26/2024,Chamblee,2258
8/26/2024,Civic Center,1974
8/26/2024,College Park,6754
8/26/2024,Decatur,1812
8/26/2024,Dome/GWCC,2884
8/26/2024,Doraville,4127
8/26/2024,Dunwoody,1676
8/26/2024,East Lake,669
8/26/2024,East Point,2614
8/26/2024,Edgewood/Candler Park,1000
8/26/2024,Five Points,7747
8/26/2024,Garnett,1281
8/26/2024,Georgia State,2804
8/26/2024,H. E. Holmes,3933
8/26/2024,Indian Creek,3082
8/26/2024,Inman Park,1538
8/26/2024,Kensington,3275
8/26/2024,King Memorial,1320
8/26/2024,Lakewood/Ft McPherson,1419
8/26/2024,Lenox,1519
8/26/2024,Lindbergh Center,5153
8/26/2024,Medical Center,869
8/26/2024,Midtown,4116
8/26/2024,North Avenue,3192
8/26/2024,North Springs,2950
8/26/2024,Oakland City,2680
8/26/2024,Peachtree Center,6471
8/26/2024,Sandy Springs,838
8/26/2024,Vine City,384
8/26/2024,West End,3695
8/26/2024,West Lake,383
8/27/2024,Airport,7051
8/27/2024,Arts Center,5362
8/27/2024,Ashby,455
8/27/2024,Avondale,2021
8/27/2024,Bankhead,969
8/27/2024,Brookhaven,1934
8/27/2024,Buckhead,2189
8/27/2024,Chamblee,2270
8/27/2024,Civic Center,1672
8/27/2024,College Park,6638
8/27/2024,Decatur,2069
8/27/2024,Dome/GWCC,478
8/27/2024,Doraville,4277
8/27/2024,Dunwoody,1945
8/27/2024,East Lake,586
8/27/2024,East Point,2972
8/27/2024,Edgewood/Candler Park,840
8/27/2024,Five Points,7423
8/27/2024,Garnett,1420
8/27/2024,Georgia State,2903
8/27/2024,H. E. Holmes,3961
8/27/2024,Indian Creek,3000
8/27/2024,Inman Park,1551
8/27/2024,Kensington,3237
8/27/2024,King Memorial,1304
8/27/2024,Lakewood/Ft McPherson,1297
8/27/2024,Lenox,1492
8/27/2024,Lindbergh Center,5245
8/27/2024,Medical Center,1035
8/27/2024,Midtown,4391
8/27/2024,North Avenue,3379
8/27/2024,North Springs,3245
8/27/2024,Oakland City,3078
8/27/2024,Peachtree Center,5465
8/27/2024,Sandy Springs,1050
8/27/2024,Vine City,409
8/27/2024,West End,3138
8/27/2024,West Lake,419
8/28/2024,Airport,7965
8/28/2024,Arts Center,5468
8/28/2024,Ashby,508
8/28/2024,Avondale,1984
8/28/2024,Bankhead,533
8/28/2024,Brookhaven,1873
8/28/2024,Buckhead,2091
8/28/2024,Chamblee,2303
8/28/2024,Civic Center,1854
8/28/2024,College Park,7620
8/28/2024,Decatur,2184
8/28/2024,Dome/GWCC,730
8/28/2024,Doraville,4321
8/28/2024,Dunwoody,1878
8/28/2024,East Lake,589
8/28/2024,East Point,3150
8/28/2024,Edgewood/Candler Park,928
8/28/2024,Five Points,8164
8/28/2024,Garnett,1330
8/28/2024,Georgia State,2888
8/28/2024,H. E. Holmes,3749
8/28/2024,Indian Creek,3331
8/28/2024,Inman Park,1195
8/28/2024,Kensington,3471
8/28/2024,King Memorial,2028
8/28/2024,Lakewood/Ft McPherson,1687
8/28/2024,Lenox,1796
8/28/2024,Lindbergh Center,5940
8/28/2024,Medical Center,883
8/28/2024,Midtown,4830
8/28/2024,North Avenue,3338
8/28/2024,North Springs,3371
8/28/2024,Oakland City,2981
8/28/2024,Peachtree Center,6408
8/28/2024,Sandy Springs,1175
8/28/2024,Vine City,359
8/28/2024,West End,3690
8/28/2024,West Lake,430
8/29/2024,Airport,8433
8/29/2024,Arts Center,5035
8/29/2024,Ashby,440
8/29/2024,Avondale,2126
8/29/2024,Bankhead,745
8/29/2024,Brookhaven,2179
8/29/2024,Buckhead,2514
8/29/2024,Chamblee,2513
8/29/2024,Civic Center,2010
8/29/2024,College Park,6903
8/29/2024,Decatur,2088
8/29/2024,Dome/GWCC,575
8/29/2024,Doraville,5036
8/29/2024,Dunwoody,2013
8/29/2024,East Lake,733
8/29/2024,East Point,2673
8/29/2024,Edgewood/Candler Park,1006
8/29/2024,Five Points,8506
8/29/2024,Garnett,1065
8/29/2024,Georgia State,2919
8/29/2024,H. E. Holmes,3960
8/29/2024,Indian Creek,3495
8/29/2024,Inman Park,1514
8/29/2024,Kensington,3406
8/29/2024,King Memorial,1516
8/29/2024,Lakewood/Ft McPherson,1563
8/29/2024,Lenox,1584
8/29/2024,Lindbergh Center,6989
8/29/2024,Medical Center,802
8/29/2024,Midtown,5284
8/29/2024,North Avenue,3805
8/29/2024,North Springs,3806
8/29/2024,Oakland City,2785
8/29/2024,Peachtree Center,10018
8/29/2024,Sandy Springs,1182
8/29/2024,Vine City,303
8/29/2024,West End,3896
8/29/2024,West Lake,447
8/30/2024,Airport,7897
8/30/2024,Arts Center,4959
8/30/2024,Ashby,468
8/30/2024,Avondale,1938
8/30/2024,Bankhead,900
8/30/2024,Brookhaven,2092
8/30/2024,Buckhead,2138
8/30/2024,Chamblee,2651
8/30/2024,Civic Center,1685
8/30/2024,College Park,6683
8/30/2024,Decatur,1966
8/30/2024,Dome/GWCC,584
8/30/2024,Doraville,4841
8/30/2024,Dunwoody,2068
8/30/2024,East Lake,611
8/30/2024,East Point,2765
8/30/2024,Edgewood/Candler Park,908
8/30/2024,Five Points,7659
8/30/2024,Garnett,1659
8/30/2024,Georgia State,1865
8/30/2024,H. E. Holmes,3974
8/30/2024,Indian Creek,2746
8/30/2024,Inman Park,1481
8/30/2024,Kensington,3274
8/30/2024,King Memorial,1400
8/30/2024,Lakewood/Ft McPherson,1262
8/30/2024,Lenox,1576
8/30/2024,Lindbergh Center,6375
8/30/2024,Medical Center,903
8/30/2024,Midtown,5418
8/30/2024,North Avenue,3813
8/30/2024,North Springs,3635
8/30/2024,Oakland City,2897
8/30/2024,Peachtree Center,10726
8/30/2024,Sandy Springs,1212
8/30/2024,Vine City,450
8/30/2024,West End,3887
8/30/2024,West Lake,436
8/31/2024,Airport,6565
8/31/2024,Arts Center,4591
8/31/2024,Ashby,428
8/31/2024,Avondale,2016
8/31/2024,Bankhead,233
8/31/2024,Brookhaven,3030
8/31/2024,Buckhead,2031
8/31/2024,Chamblee,3272
8/31/2024,Civic Center,3525
8/31/2024,College Park,6180
8/31/2024,Decatur,1984
8/31/2024,Dome/GWCC,6999
8/31/2024,Doraville,5908
8/31/2024,Dunwoody,2449
8/31/2024,East Lake,1281
8/31/2024,East Point,1824
8/31/2024,Edgewood/Candler Park,1596
8/31/2024,Five Points,6485
8/31/2024,Garnett,1096
8/31/2024,Georgia State,748
8/31/2024,H. E. Holmes,4678
8/31/2024,Indian Creek,3543
8/31/2024,Inman Park,2164
8/31/2024,Kensington,2812
8/31/2024,King Memorial,1093
8/31/2024,Lakewood/Ft McPherson,1158
8/31/2024,Lenox,1716
8/31/2024,Lindbergh Center,6173
8/31/2024,Medical Center,765
8/31/2024,Midtown,4961
8/31/2024,North Avenue,5933
8/31/2024,North Springs,5640
8/31/2024,Oakland City,2027
8/31/2024,Peachtree Center,15513
8/31/2024,Sandy Springs,2013
8/31/2024,Vine City,5106
8/31/2024,West End,2873
8/31/2024,West Lake,559
9/1/2024,Airport,5589
9/1/2024,Arts Center,3170
9/1/2024,Ashby,1859
9/1/2024,Avondale,1210
9/1/2024,Bankhead,307
9/1/2024,Brookhaven,1186
9/1/2024,Buckhead,1154
9/1/2024,Chamblee,1333
9/1/2024,Civic Center,881
9/1/2024,College Park,4507
9/1/2024,Decatur,1057
9/1/2024,Dome/GWCC,676
9/1/2024,Doraville,2849
9/1/2024,Dunwoody,1466
9/1/2024,East Lake,447
9/1/2024,East Point,1351
9/1/2024,Edgewood/Candler Park,436
9/1/2024,Five Points,3604
9/1/2024,Garnett,695
9/1/2024,Georgia State,530
9/1/2024,H. E. Holmes,2184
9/1/2024,Indian Creek,1629
9/1/2024,Inman Park,772
9/1/2024,Kensington,1563
9/1/2024,King Memorial,752
9/1/2024,Lakewood/Ft McPherson,903
9/1/2024,Lenox,1054
9/1/2024,Lindbergh Center,3988
9/1/2024,Medical Center,354
9/1/2024,Midtown,4518
9/1/2024,North Avenue,2256
9/1/2024,North Springs,2177
9/1/2024,Oakland City,1481
9/1/2024,Peachtree Center,8728
9/1/2024,Sandy Springs,663
9/1/2024,Vine City,324
9/1/2024,West End,2192
9/1/2024,West Lake,244
9/2/2024,Airport,8138
9/2/2024,Arts Center,2479
9/2/2024,Ashby,1869
9/2/2024,Avondale,1214
9/2/2024,Bankhead,464
9/2/2024,Brookhaven,1101
9/2/2024,Buckhead,924
9/2/2024,Chamblee,1219
9/2/2024,Civic Center,1097
9/2/2024,College Park,4177
9/2/2024,Decatur,1027
9/2/2024,Dome/GWCC,2234
9/2/2024,Doraville,2614
9/2/2024,Dunwoody,1359
9/2/2024,East Lake,353
9/2/2024,East Point,1466
9/2/2024,Edgewood/Candler Park,471
9/2/2024,Five Points,4035
9/2/2024,Garnett,766
9/2/2024,Georgia State,567
9/2/2024,H. E. Holmes,2301
9/2/2024,Indian Creek,1923
9/2/2024,Inman Park,870
9/2/2024,Kensington,1564
9/2/2024,King Memorial,745
9/2/2024,Lakewood/Ft McPherson,1028
9/2/2024,Lenox,963
9/2/2024,Lindbergh Center,3719
9/2/2024,Medical Center,319
9/2/2024,Midtown,4416
9/2/2024,North Avenue,1841
9/2/2024,North Springs,1814
9/2/2024,Oakland City,1294
9/2/2024,Peachtree Center,6936
9/2/2024,Sandy Springs,494
9/2/2024,Vine City,593
9/2/2024,West End,2091
9/2/2024,West Lake,254
9/3/2024,Airport,8522
9/3/2024,Arts Center,5235
9/3/2024,Ashby,1443
9/3/2024,Avondale,2158
9/3/2024,Bankhead,508
9/3/2024,Brookhaven,1751
9/3/2024,Buckhead,1873
9/3/2024,Chamblee,2242
9/3/2024,Civic Center,2018
9/3/2024,College Park,6445
9/3/2024,Decatur,2060
9/3/2024,Dome/GWCC,490
9/3/2024,Doraville,4853
9/3/2024,Dunwoody,1675
9/3/2024,East Lake,418
9/3/2024,East Point,2993
9/3/2024,Edgewood/Candler Park,745
9/3/2024,Five Points,8331
9/3/2024,Garnett,1807
9/3/2024,Georgia State,2941
9/3/2024,H. E. Holmes,3906
9/3/2024,Indian Creek,3251
9/3/2024,Inman Park,1155
9/3/2024,Kensington,3482
9/3/2024,King Memorial,1892
9/3/2024,Lakewood/Ft McPherson,1911
9/3/2024,Lenox,1597
9/3/2024,Lindbergh Center,5773
9/3/2024,Medical Center,791
9/3/2024,Midtown,4191
9/3/2024,North Avenue,3176
9/3/2024,North Springs,3187
9/3/2024,Oakland City,2090
9/3/2024,Peachtree Center,6538
9/3/2024,Sandy Springs,1013
9/3/2024,Vine City,766
9/3/2024,West End,3635
9/3/2024,West Lake,279
9/4/2024,Airport,7738
9/4/2024,Arts Center,5590
9/4/2024,Ashby,1208
9/4/2024,Avondale,2079
9/4/2024,Bankhead,994
9/4/2024,Brookhaven,1838
9/4/2024,Buckhead,1985
9/4/2024,Chamblee,2715
9/4/2024,Civic Center,2409
9/4/2024,College Park,7439
9/4/2024,Decatur,1735
9/4/2024,Dome/GWCC,487
9/4/2024,Doraville,4530
9/4/2024,Dunwoody,1758
9/4/2024,East Lake,380
9/4/2024,East Point,2752
9/4/2024,Edgewood/Candler Park,866
9/4/2024,Five Points,6431
9/4/2024,Garnett,1834
9/4/2024,Georgia State,3229
9/4/2024,H. E. Holmes,3999
9/4/2024,Indian Creek,3129
9/4/2024,Inman Park,1462
9/4/2024,Kensington,3417
9/4/2024,King Memorial,1282
9/4/2024,Lakewood/Ft McPherson,1595
9/4/2024,Lenox,1707
9/4/2024,Lindbergh Center,5841
9/4/2024,Medical Center,984
9/4/2024,Midtown,4552
9/4/2024,North Avenue,3415
9/4/2024,North Springs,3154
9/4/2024,Oakland City,2331
9/4/2024,Peachtree Center,5897
9/4/2024,Sandy Springs,1039
9/4/2024,Vine City,476
9/4/2024,West End,3703
9/4/2024,West Lake,341
9/5/2024,Airport,6696
9/5/2024,Arts Center,5813
9/5/2024,Ashby,1180
9/5/2024,Avondale,2044
9/5/2024,Bankhead,445
9/5/2024,Brookhaven,1893
9/5/2024,Buckhead,2165
9/5/2024,Chamblee,2526
9/5/2024,Civic Center,2231
9/5/2024,College Park,7391
9/5/2024,Decatur,1723
9/5/2024,Dome/GWCC,541
9/5/2024,Doraville,4026
9/5/2024,Dunwoody,1673
9/5/2024,East Lake,370
9/5/2024,East Point,2917
9/5/2024,Edgewood/Candler Park,850
9/5/2024,Five Points,7795
9/5/2024,Garnett,1755
9/5/2024,Georgia State,3378
9/5/2024,H. E. Holmes,3942
9/5/2024,Indian Creek,2861
9/5/2024,Inman Park,1241
9/5/2024,Kensington,3341
9/5/2024,King Memorial,1423
9/5/2024,Lakewood/Ft McPherson,1800
9/5/2024,Lenox,1723
9/5/2024,Lindbergh Center,5688
9/5/2024,Medical Center,1024
9/5/2024,Midtown,4525
9/5/2024,North Avenue,3306
9/5/2024,North Springs,3029
9/5/2024,Oakland City,2414
9/5/2024,Peachtree Center,6492
9/5/2024,Sandy Springs,958
9/5/2024,Vine City,550
9/5/2024,West End,3280
9/5/2024,West Lake,489
9/6/2024,Airport,7788
9/6/2024,Arts Center,5121
9/6/2024,Ashby,1067
9/6/2024,Avondale,1908
9/6/2024,Bankhead,543
9/6/2024,Brookhaven,1795
9/6/2024,Buckhead,1664
9/6/2024,Chamblee,2168
9/6/2024,Civic Center,2155
9/6/2024,College Park,6132
9/6/2024,Decatur,1903
9/6/2024,Dome/GWCC,1686
9/6/2024,Doraville,3862
9/6/2024,Dunwoody,1425
9/6/2024,East Lake,337
9/6/2024,East Point,2313
9/6/2024,Edgewood/Candler Park,783
9/6/2024,Five Points,7289
9/6/2024,Garnett,1458
9/6/2024,Georgia State,2355
9/6/2024,H. E. Holmes,3805
9/6/2024,Indian Creek,2946
9/6/2024,Inman Park,1521
9/6/2024,Kensington,3102
9/6/2024,King Memorial,1495
9/6/2024,Lakewood/Ft McPherson,1749
9/6/2024,Lenox,1657
9/6/2024,Lindbergh Center,5730
9/6/2024,Medical Center,718
9/6/2024,Midtown,4198
9/6/2024,North Avenue,3604
9/6/2024,North Springs,2600
9/6/2024,Oakland City,2248
9/6/2024,Peachtree Center,5354
9/6/2024,Sandy Springs,719
9/6/2024,Vine City,468
9/6/2024,West End,3336
9/6/2024,West Lake,639
9/7/2024,Airport,5806
9/7/2024,Arts Center,3230
9/7/2024,Ashby,644
9/7/2024,Avondale,1243
9/7/2024,Bankhead,241
9/7/2024,Brookhaven,1047
9/7/2024,Buckhead,1029
9/7/2024,Chamblee,1526
9/7/2024,Civic Center,865
9/7/2024,College Park,4544
9/7/2024,Decatur,1053
9/7/2024,Dome/GWCC,1601
9/7/2024,Doraville,2381
9/7/2024,Dunwoody,919
9/7/2024,East Lake,330
9/7/2024,East Point,1515
9/7/2024,Edgewood/Candler Park,319
9/7/2024,Five Points,4528
9/7/2024,Garnett,964
9/7/2024,Georgia State,821
9/7/2024,H. E. Holmes,2564
9/7/2024,Indian Creek,1959
9/7/2024,Inman Park,1107
9/7/2024,Kensington,2044
9/7/2024,King Memorial,597
9/7/2024,Lakewood/Ft McPherson,1028
9/7/2024,Lenox,1322
9/7/2024,Lindbergh Center,3848
9/7/2024,Medical Center,311
9/7/2024,Midtown,3137
9/7/2024,North Avenue,2021
9/7/2024,North Springs,1362
9/7/2024,Oakland City,1516
9/7/2024,Peachtree Center,2843
9/7/2024,Sandy Springs,488
9/7/2024,Vine City,579
9/7/2024,West End,1920
9/7/2024,West Lake,289
9/8/2024,Airport,6742
9/8/2024,Arts Center,3350
9/8/2024,Ashby,710
9/8/2024,Avondale,1248
9/8/2024,Bankhead,140
9/8/2024,Brookhaven,1216
9/8/2024,Buckhead,1018
9/8/2024,Chamblee,1638
9/8/2024,Civic Center,936
9/8/2024,College Park,4755
9/8/2024,Decatur,931
9/8/2024,Dome/GWCC,7146
9/8/2024,Doraville,2910
9/8/2024,Dunwoody,1244
9/8/2024,East Lake,763
9/8/2024,East Point,1400
9/8/2024,Edgewood/Candler Park,861
9/8/2024,Five Points,4748
9/8/2024,Garnett,750
9/8/2024,Georgia State,810
9/8/2024,H. E. Holmes,4826
9/8/2024,Indian Creek,3790
9/8/2024,Inman Park,1852
9/8/2024,Kensington,2298
9/8/2024,King Memorial,789
9/8/2024,Lakewood/Ft McPherson,1075
9/8/2024,Lenox,1038
9/8/2024,Lindbergh Center,3669
9/8/2024,Medical Center,345
9/8/2024,Midtown,3009
9/8/2024,North Avenue,1987
9/8/2024,North Springs,1970
9/8/2024,Oakland City,1231
9/8/2024,Peachtree Center,2621
9/8/2024,Sandy Springs,617
9/8/2024,Vine City,5994
9/8/2024,West End,2625
9/8/2024,West Lake,793
9/9/2024,Airport,7330
9/9/2024,Arts Center,5039
9/9/2024,Ashby,1488
9/9/2024,Avondale,2185
9/9/2024,Bankhead,423
9/9/2024,Brookhaven,1516
9/9/2024,Buckhead,2027
9/9/2024,Chamblee,2396
9/9/2024,Civic Center,1794
9/9/2024,College Park,6158
9/9/2024,Decatur,1875
9/9/2024,Dome/GWCC,735
9/9/2024,Doraville,4015
9/9/2024,Dunwoody,1729
9/9/2024,East Lake,592
9/9/2024,East Point,2852
9/9/2024,Edgewood/Candler Park,745
9/9/2024,Five Points,8907
9/9/2024,Garnett,1465
9/9/2024,Georgia State,3184
9/9/2024,H. E. Holmes,3892
9/9/2024,Indian Creek,3194
9/9/2024,Inman Park,1529
9/9/2024,Kensington,3180
9/9/2024,King Memorial,1327
9/9/2024,Lakewood/Ft McPherson,1372
9/9/2024,Lenox,1290
9/9/2024,Lindbergh Center,5734
9/9/2024,Medical Center,915
9/9/2024,Midtown,4173
9/9/2024,North Avenue,3453
9/9/2024,North Springs,2967
9/9/2024,Oakland City,2069
9/9/2024,Peachtree Center,6295
9/9/2024,Sandy Springs,1014
9/9/2024,Vine City,573
9/9/2024,West End,3667
9/9/2024,West Lake,407
9/10/2024,Airport,6854
9/10/2024,Arts Center,5514
9/10/2024,Ashby,694
9/10/2024,Avondale,2137
9/10/2024,Bankhead,760
9/10/2024,Brookhaven,1537
9/10/2024,Buckhead,2240
9/10/2024,Chamblee,2787
9/10/2024,Civic Center,1799
9/10/2024,College Park,7051
9/10/2024,Decatur,1692
9/10/2024,Dome/GWCC,700
9/10/2024,Doraville,4054
9/10/2024,Dunwoody,1964
9/10/2024,East Lake,634
9/10/2024,East Point,3397
9/10/2024,Edgewood/Candler Park,821
9/10/2024,Five Points,8301
9/10/2024,Garnett,1421
9/10/2024,Georgia State,3457
9/10/2024,H. E. Holmes,3407
9/10/2024,Indian Creek,3640
9/10/2024,Inman Park,1567
9/10/2024,Kensington,3476
9/10/2024,King Memorial,1333
9/10/2024,Lakewood/Ft McPherson,1394
9/10/2024,Lenox,1351
9/10/2024,Lindbergh Center,5982
9/10/2024,Medical Center,1079
9/10/2024,Midtown,4761
9/10/2024,North Avenue,3608
9/10/2024,North Springs,3045
9/10/2024,Oakland City,2189
9/10/2024,Peachtree Center,6196
9/10/2024,Sandy Springs,1211
9/10/2024,Vine City,665
9/10/2024,West End,3351
9/10/2024,West Lake,463
9/11/2024,Airport,7047
9/11/2024,Arts Center,5616
9/11/2024,Ashby,902
9/11/2024,Avondale,2041
9/11/2024,Bankhead,798
9/11/2024,Brookhaven,1691
9/11/2024,Buckhead,2400
9/11/2024,Chamblee,2680
9/11/2024,Civic Center,1781
9/11/2024,College Park,6713
9/11/2024,Decatur,2369
9/11/2024,Dome/GWCC,1052
9/11/2024,Doraville,4404
9/11/2024,Dunwoody,1898
9/11/2024,East Lake,415
9/11/2024,East Point,3231
9/11/2024,Edgewood/Candler Park,810
9/11/2024,Five Points,9174
9/11/2024,Garnett,1501
9/11/2024,Georgia State,3372
9/11/2024,H. E. Holmes,3900
9/11/2024,Indian Creek,3319
9/11/2024,Inman Park,1580
9/11/2024,Kensington,3475
9/11/2024,King Memorial,793
9/11/2024,Lakewood/Ft McPherson,1330
9/11/2024,Lenox,1707
9/11/2024,Lindbergh Center,5991
9/11/2024,Medical Center,1066
9/11/2024,Midtown,4806
9/11/2024,North Avenue,3872
9/11/2024,North Springs,3313
9/11/2024,Oakland City,1997
9/11/2024,Peachtree Center,6331
9/11/2024,Sandy Springs,1209
9/11/2024,Vine City,616
9/11/2024,West End,3234
9/11/2024,West Lake,377
9/12/2024,Airport,6704
9/12/2024,Arts Center,5265
9/12/2024,Ashby,745
9/12/2024,Avondale,2075
9/12/2024,Bankhead,722
9/12/2024,Brookhaven,1710
9/12/2024,Buckhead,2265
9/12/2024,Chamblee,2302
9/12/2024,Civic Center,1901
9/12/2024,College Park,6900
9/12/2024,Decatur,2029
9/12/2024,Dome/GWCC,507
9/12/2024,Doraville,4276
9/12/2024,Dunwoody,1972
9/12/2024,East Lake,457
9/12/2024,East Point,2399
9/12/2024,Edgewood/Candler Park,789
9/12/2024,Five Points,8458
